Name,Position,Age,OVR,Speed,Fatigue,PassAccuracy,Acceleration,Strength,Reactions
Marcus Coco,RM,28,71,79,43,71,78,65,69
Antonio Čolak,ST,30,71,67,79,64,65,79,68
Michele Collocolo,CDM,24,71,73,82,72,67,74,64
Cheick Conde,CDM,24,71,68,85,68,68,80,71
Enzo Copetti,ST,28,71,79,79,67,78,74,72
Diego Coppola,CB,20,71,52,42,66,55,74,70
Córdoba,LM,27,71,80,75,68,79,68,68
Córdoba,CB,29,71,63,71,67,55,71,71
Àlex Corredera,CM,28,71,69,85,76,61,71,70
Fábio Ronaldo,LW,23,71,83,77,65,86,62,63
Soumaila Coulibaly,CB,20,71,89,70,74,83,82,65
Woyo Coulibaly,RB,25,71,79,83,67,73,83,60
Enzo Crivelli,ST,29,71,73,73,67,53,90,72
Diogo Gonçalves,CM,27,71,82,75,73,83,64,72
Marco Curto,CB,25,71,66,78,56,60,84,71
Wylan Cyprien,CDM,29,71,61,72,72,64,78,66
Damien Da Silva,CB,36,71,47,73,68,39,83,68
Edgar,ST,37,71,56,57,65,57,87,66
Oday Dabbagh,ST,25,71,74,69,62,72,81,66
Henrik Dalsgaard,RB,35,71,71,75,65,66,79,66
Márton Dárdai,CB,22,71,55,75,70,66,75,69
Harry Darling,CB,25,71,69,77,70,67,80,68
Tom Davies,CM,26,71,61,64,76,63,65,70
Ben Davies,CB,29,71,67,65,71,64,78,71
Keinan Davis,ST,26,71,67,62,63,61,91,67
Vítor Costa,LB,30,71,75,85,60,78,65,65
Paulino,RM,27,71,74,65,67,76,48,66
Casper De Norre,CM,27,71,66,82,71,62,63,68
Rúben Lameiras,RW,29,71,74,69,69,75,57,73
Fabiano Souza,RB,24,71,83,81,64,86,69,66
Jordy de Wijs,CB,29,71,61,72,57,42,92,65
Liam Delap,ST,21,71,77,69,65,74,79,65
Mark Delgado,CDM,29,71,63,87,75,71,62,70
Mathias Delorge,CM,20,71,66,81,74,60,72,64
Jessy Deminguet,CM,26,71,73,88,74,69,69,68
Marco Di Cesare,CB,22,71,53,68,61,50,79,68
Matteo Di Giusto,CAM,24,71,75,81,70,81,44,56
Francesco Di Mariano,LW,28,71,75,63,67,79,63,70
Dimitris Diamantakos,ST,31,71,72,72,62,77,78,66
Assane Diao Diaoune,RM,19,71,90,64,62,90,54,68
Moussa Diarra,LB,23,71,63,73,69,68,71,69
Mauro Díaz,CAM,33,71,67,62,72,71,54,68
Pedro Díaz,CM,26,71,66,82,73,71,71,67
El Hadji Malick Diouf,LB,19,71,79,71,65,76,73,67
Moussa Djenepo,LM,26,71,78,63,65,80,62,67
Lucas Piazón,CAM,30,71,68,64,71,68,58,74
Benjamín Domínguez,LM,20,71,84,82,67,83,42,58
Maxime Dominguez,CM,28,71,74,76,75,75,55,69
Kieran Dowell,CAM,26,71,65,62,74,61,56,70
Denis Drăguș,ST,25,71,81,72,60,78,71,62
Vladyslav Dubinchak,LB,26,71,75,73,74,79,48,65
Rade Dugalić,CB,31,71,39,75,63,48,90,67
Jean-Kévin Duverne,LB,27,71,62,73,73,57,75,69
Lasha Dvali,CB,29,71,54,76,64,53,81,68
Jeremy Ebobisse,ST,27,71,78,83,67,76,82,72
Enzo Ebosse,CB,25,71,59,66,62,66,75,63
Josh Eccles,CDM,24,71,69,73,71,73,64,64
Claudio Echeverri,CAM,18,71,83,54,68,92,35,66
Souffian El Karouani,LB,23,71,66,77,69,75,61,71
Zakaria El Ouahdi,RB,22,71,69,81,67,78,51,73
Eren Elmalı,LB,24,71,84,81,66,76,74,68
Maximilian Entrup,ST,27,71,72,72,65,70,72,63
Ivo Pinto,RB,34,71,80,79,65,76,71,69
Mamadou Fall,ST,32,71,92,76,63,83,78,63
Christian Fassnacht,RM,30,71,76,72,69,76,76,65
Joca,RW,28,71,77,69,68,76,33,67
Paolo Fernandes,RW,26,71,74,68,68,81,55,66
Clayton,ST,25,71,71,66,65,70,78,68
Sebastián Fernández,ST,39,71,67,52,74,76,39,76
Damián Fernández,CB,23,71,77,78,64,79,76,67
Miguel Maga,RB,21,71,78,72,65,77,44,72
Facundo Ferreyra,ST,33,71,51,57,66,49,77,70
Sam Field,CDM,26,71,53,77,73,60,63,68
Daniel Fila,ST,22,71,74,60,59,69,78,67
Dominik Fitz,CAM,25,71,71,79,74,81,55,59
Edison Flores,LW,30,71,78,70,68,76,65,67
Fabricio Formiliano,CB,31,71,63,61,58,59,84,65
Adam Forshaw,CDM,32,71,50,69,74,59,64,70
Daam Foulon,LM,25,71,73,82,73,75,69,65
Franco Fragapane,LM,31,71,87,70,71,89,54,67
Marcel Franke,CB,31,71,59,70,60,50,90,67
Fabian Frei,CB,35,71,52,75,73,43,71,68
Martin Frese,LB,26,71,80,77,70,77,66,65
Gabriel Fuentes,LB,27,71,85,81,69,81,73,61
César Fuentes,CDM,31,71,57,87,72,64,70,66
Fernando Gaibor,CM,32,71,67,77,75,66,72,70
Nicolás Gaitán,CAM,36,71,53,34,70,56,46,71
Konstantinos Galanopoulos,CDM,26,71,73,75,71,75,67,67
Matías Galarza,CDM,22,71,66,71,73,73,66,67
Omri Gandelman,CDM,24,71,67,75,70,57,73,62
Niko Gießelmann,LB,32,71,60,74,70,66,74,69
Nicholas Gioacchini,ST,24,71,84,73,61,78,74,68
Santiago Giordana,ST,29,71,67,70,66,66,70,69
Saviour Godwin,LM,28,71,92,82,60,91,58,64
Marlon Gomes,CM,20,71,74,66,75,75,63,71
Joan González,CM,22,71,53,77,76,67,72,67
Mario González,ST,28,71,71,75,63,65,75,68
Karlan Grant,LM,26,71,83,76,67,80,72,70
Alberto Grassi,CM,29,71,37,67,73,62,56,70
Julian Green,CAM,29,71,65,77,73,78,64,69
Andreas Gruber,RM,29,71,78,74,68,85,64,67
Robert Gumny,RB,26,71,75,77,68,77,68,68
Koray Günter,CB,30,71,55,50,68,67,74,70
Rodrigo Guth,CB,23,71,71,74,66,64,77,71
Ehsan Haji Safi,LB,34,71,70,70,71,69,74,70
Sead Hakšabanović,LM,25,71,74,69,69,80,61,69
Alen Halilović,CAM,28,71,55,58,72,65,34,66
Craig Halkett,CB,29,71,51,67,68,63,78,64
Johannes Handl,CB,26,71,64,76,55,45,92,66
Grant Hanley,CB,32,71,53,65,60,51,83,68
Kian Hansen,CB,35,71,50,69,70,44,78,68
Emil Hansson,LM,26,71,69,68,72,80,49,67
Varazdat Haroyan,CB,32,71,56,71,63,60,77,65
Jens Petter Hauge,LW,24,71,74,75,65,83,67,66
Isaac Hayden,CDM,29,71,50,70,70,53,80,67
Dominique Heintz,CB,31,71,56,66,66,52,83,71
Michał Helik,CB,29,71,63,73,62,57,87,67
Leo Coelho,CB,31,71,65,65,53,55,70,55
Valentin Henry,RB,30,71,79,84,68,83,74,62
Thomas Henry,ST,29,71,53,60,71,39,86,72
Edwin Herrera,LB,26,71,83,84,63,84,56,65
Aaron Herrera,RB,27,71,72,76,71,70,76,68
George Hirst,ST,25,71,78,73,65,74,81,68
Mason Holgate,CB,27,71,70,59,71,65,72,68
Ryan Hollingshead,RB,33,71,46,86,71,53,81,72
Sebastian Holmén,CB,32,71,44,74,63,62,83,67
George Honeyman,RM,30,71,72,89,72,66,65,70
Hong Chul,LB,33,71,84,80,62,82,69,66
Cédric Hountondji,CB,30,71,40,53,66,35,80,70
Even Hovland,CB,35,71,51,68,67,38,87,67
Jonny Howson,CDM,36,71,51,84,69,55,67,71
Renato Ibarra,RM,33,71,87,71,68,86,70,65
Pietro Iemmello,ST,32,71,83,85,62,80,73,66
Roberto Insigne,RW,30,71,82,61,71,88,59,65
Nikolas Ioannou,LB,28,71,79,81,64,70,78,70
Alessio Iovine,RB,33,71,71,79,68,66,61,72
Andy Irving,CM,24,71,55,78,73,60,81,62
Matheus Jussa,CDM,28,71,66,90,68,64,74,69
Mikael Ishak,ST,31,71,74,71,66,69,90,66
Ardian Ismajli,CB,27,71,68,58,64,66,62,71
Ryotaro Ito,CM,26,71,80,71,76,83,60,71
Ablie Jallow,RM,25,71,77,70,70,80,30,64
Jakub Jankto,CM,28,71,70,68,72,74,54,71
Franco Jara,ST,36,71,66,52,68,54,76,67
Bakery Jatta,RW,26,71,83,87,68,84,78,64
Alexander Jeremejeff,ST,30,71,69,68,66,65,83,69
Jiang Guangtai,CB,30,71,81,81,61,80,81,66
Dennis Johnsen,ST,26,71,92,77,69,91,73,70
Jung Ho Yeon,CM,23,71,66,91,72,65,71,72
Christian Kabasele,CB,33,71,57,57,65,42,78,71
Tomáš Kalas,CB,31,71,85,72,63,62,82,69
Warren Kamanzi,RB,23,71,83,73,68,77,58,70
Ismaël Kandouss,CB,26,71,50,71,63,53,84,64
Mohammed Kanno,CM,29,71,81,77,76,68,75,64
Ahmetcan Kaplan,CB,21,71,65,61,71,62,76,70
Aytaç Kara,CM,31,71,50,80,75,53,82,68
Adam Karabec,RW,21,71,73,67,73,74,64,68
Michał Karbownik,LB,23,71,87,80,72,82,52,67
Sinan Karweina,ST,25,71,80,72,68,82,67,64
Edo Kayembe,CDM,26,71,73,79,74,70,80,66
Michael Kayode,RB,20,71,64,62,64,66,49,70
Yannik Keitel,CDM,24,71,69,65,72,63,73,70
Tobias Kempe,CM,35,71,54,69,75,65,72,72
Gyrano Kerk,RM,28,71,86,64,65,82,78,70
Luca Kilian,CB,25,71,70,59,64,65,85,71
Emre Kılınç,RM,30,71,68,82,67,80,55,70
Kim Dae Won,LM,27,71,87,78,66,86,67,67
Mathias Kjølø,CDM,23,71,35,79,76,66,60,69
Felix Klaus,RM,32,71,80,78,70,76,67,70
Ko Seung Beom,CM,30,71,73,91,71,71,74,70
Juan Cruz Komar,CB,28,71,56,76,64,60,78,68
Yukhym Konoplia,RB,25,71,79,71,71,78,58,64
Nebojša Kosović,CDM,29,71,67,84,74,72,63,69
Koffi Kouao,RB,26,71,79,75,62,74,68,65
Dawid Kownacki,ST,27,71,73,69,69,76,68,68
Matías Kranevitter,CDM,31,71,71,54,76,66,74,70
Jean-Philippe Krasso,ST,27,71,65,69,69,68,83,67
Dmytro Kryskiv,CM,23,71,67,68,78,68,47,70
Saël Kumbedi,RB,19,71,83,66,67,80,56,69
Fabian Kunze,CDM,26,71,70,81,66,64,76,72
Berkan Kutlu,CM,26,71,78,90,70,79,71,73
Grejohn Kyei,ST,29,71,66,68,64,56,87,69
Giorgos Kyriakopoulos,LB,28,71,58,63,73,65,65,70
Jordan Larsson,RW,27,71,79,73,70,84,64,72
Richie Laryea,RB,29,71,84,84,69,82,65,68
Joaquín Laso,CB,34,71,61,69,66,50,81,68
Emmanuel Latte Lath,ST,25,71,91,71,62,92,63,69
Sandro Lauper,CDM,27,71,73,75,75,73,76,68
Numa Lavanchy,RB,31,71,81,92,65,78,63,67
Lee Yeong Jae,CM,30,71,77,89,72,72,60,71
Jordan Lefort,LB,31,71,68,79,68,64,72,72
Tim Leibold,LB,30,71,69,76,68,83,63,66
Toni Leistner,CB,34,71,45,69,60,49,88,67
Félix Lemaréchal,CAM,21,71,61,71,77,69,65,68
Ryan Leonard,RB,32,71,73,82,70,68,78,70
Enzo Leopold,CM,24,71,65,89,76,73,55,68
Liam Lindsay,CB,28,71,41,77,61,37,83,67
Luis Guilherme,RM,18,71,78,55,64,74,65,74
Pol Lirola,RB,27,71,65,71,71,71,63,69
Danny Loader,ST,24,71,79,72,69,79,76,71
Saba Lobjanidze,RW,29,71,86,71,66,78,46,64
Marius Lode,CB,31,71,77,79,68,74,78,71
Renzo López,ST,30,71,62,74,64,59,82,66
Augusto Lotti,ST,28,71,78,73,66,74,79,64
Matteo Lovato,CB,24,71,67,53,65,64,77,73
Maximiliano Lovera,LM,25,71,82,69,68,87,55,60
Sergio Lozano,CM,25,71,60,71,76,60,40,58
Sayfallah Ltaief,LM,24,71,86,70,64,84,62,58
Kristoffer Lund Hansen,LB,22,71,87,92,70,80,69,68
Yvann Maçon,RB,25,71,83,80,65,85,69,66
Mads Emil Madsen,CM,26,71,65,79,72,69,79,69
Mathieu Maertens,CAM,29,71,72,77,71,65,62,70
Matej Maglica,CB,25,71,68,66,58,35,93,68
Habib Maïga,CDM,28,71,53,80,70,66,83,72
Josh Maja,ST,25,71,77,71,70,74,68,70
Jean-Victor Makengo,CM,26,71,59,70,76,67,67,68
Daniel Maldini,CAM,22,71,66,55,75,67,47,66
Lucas Mancinelli,RM,35,71,75,71,72,76,52,69
Eliaquim Mangala,CB,33,71,46,52,59,50,82,61
Manquillo,RB,30,71,62,50,71,64,61,65
Myziane Maolida,LM,25,71,71,59,69,78,64,69
Nikola Maraš,CB,28,71,65,74,70,63,81,62
Antonio Marchesano,ST,33,71,66,80,73,73,49,73
Adrián Marín,LB,27,71,74,75,67,72,71,69
Rafa Marín,CB,22,71,67,74,71,66,71,67
João Marques,LW,22,71,67,64,69,74,50,68
Federico Martínez,ST,28,71,77,72,70,74,76,68
Facundo Martínez,CM,39,71,47,62,77,49,63,65
Damián Martínez,RB,34,71,73,77,64,75,71,70
Pablo Martínez,CM,26,71,71,83,73,72,70,69
Barbero,ST,26,71,69,65,70,65,78,70
Thiago Martins,CB,29,71,80,73,72,64,76,65
Bruno Martins Indi,CB,32,71,44,65,69,33,83,68
Gastón Martirena,RB,24,71,87,85,69,76,48,61
Han-Noah Massengo,CDM,23,71,69,70,74,68,63,69
Igor Matanović,ST,21,71,64,81,67,62,80,69
Rabbi Matondo,LM,24,71,91,68,66,94,47,66
Isaac Mbenza,LM,28,71,86,70,68,80,72,64
Nathanaël Mbuku,RM,22,71,75,60,73,80,51,63
Kasey McAteer,RW,22,71,80,68,69,83,61,67
Barrie McKay,LM,29,71,78,56,70,83,31,61
Scott McKenna,CB,27,71,51,65,58,51,86,67
Flavio,CDM,28,71,67,83,74,66,70,63
Jérémy Mellot,RB,30,71,85,92,65,79,77,61
Yorleys Mena,ST,33,71,66,70,55,67,78,65
Joe Mendes,RB,21,71,86,76,62,83,53,74
Javier Méndez,CB,29,71,68,77,60,65,75,71
Armando Méndez,RB,28,71,78,82,64,83,93,66
Mauro Méndez,ST,25,71,70,61,73,71,80,69
Formose Mendy,CB,23,71,79,73,70,69,78,63
Chris Mepham,CB,26,71,54,62,66,39,77,68
Maikel Mesa,CAM,33,71,70,82,73,67,86,65
Meseguer,CM,25,71,64,74,74,61,72,68
Sven Michel,ST,34,71,63,76,72,76,71,74
Kamal Miller,CB,27,71,77,80,70,74,82,68
Martin Minchev,ST,23,71,83,62,67,80,76,67
Pedro Mendes,ST,25,71,74,61,61,69,84,66
Leonel Miranda,CM,30,71,69,56,78,74,67,65
Tomás Molina,ST,29,71,81,71,65,81,80,68
Montero,CB,25,71,68,59,66,67,73,64
Shaquell Moore,RB,27,71,79,87,65,81,78,66
Felipe Mora,ST,31,71,72,61,66,73,67,68
Santiago Moreno,RM,24,71,80,74,64,86,49,66
Mateu Morey,RB,24,71,66,48,75,75,52,72
Raúl Moro,LM,21,71,81,33,69,84,30,60
Jordan Morris,ST,29,71,82,72,63,82,80,70
Fahd Moufi,RB,28,71,74,84,68,73,75,68
Toni Moya,CM,26,71,55,58,77,48,56,68
Sebas Moyano,LM,27,71,78,70,67,80,42,64
Pelly-Ruddock Mpanzu,CM,30,71,77,86,73,77,84,70
Arbnor Muja,RM,25,71,91,77,68,87,60,62
Bali Mumba,LB,22,71,82,76,68,87,55,69
Facundo Mura,RB,25,71,82,79,67,84,68,67
Jesús Murillo,CB,30,71,80,83,60,82,79,71
Sei Muroya,RB,30,71,74,76,68,85,64,71
Mickaël Nadé,CB,25,71,35,73,55,36,91,69
Adamo Nagalo,CB,21,71,74,71,68,66,81,63
Kal Naismith,CB,32,71,65,77,65,67,78,69
Tsiy-William Ndenge,CDM,27,71,71,81,68,64,82,71
Paul Nebel,CAM,21,71,74,92,72,79,49,68
Yvan Neyou,CDM,27,71,68,74,70,62,65,68
Jessic Ngankam,ST,24,71,84,70,65,80,78,67
Tokmac Chol Nguen,CAM,30,71,80,71,69,83,60,66
Kevin Nisbet,ST,27,71,64,74,65,66,73,70
Jean-Pierre Nsame,ST,31,71,68,75,59,63,87,67
Olivier Ntcham,CM,28,71,65,73,75,69,76,58
Randy Nteka,ST,26,71,71,78,69,74,88,68
Miguel Cardoso,LM,30,71,74,59,69,73,65,68
Fabian Nürnberger,LM,25,71,72,74,72,76,56,70
Jay O'Shea,CM,36,71,55,89,73,61,73,68
Tim Oberdorf,CB,28,71,72,71,69,64,75,73
Raphael Obermair,RM,28,71,80,90,70,86,67,64
Pedro Obiang,CDM,32,71,38,48,74,48,69,67
Denis Odoi,RB,36,71,68,73,72,73,66,69
Moses Odubajo,RB,31,71,80,71,68,80,69,68
Lawrence Ofori,CM,26,71,74,67,74,69,61,72
Jonathan Okita,LW,27,71,84,74,68,82,71,68
Masaya Okugawa,LM,28,71,75,70,70,78,32,70
Cristian Olivera,RW,22,71,85,59,63,86,42,53
Emanuel Olivera,CB,34,71,66,72,62,67,75,67
Andrew Omobamidele,CB,22,71,71,67,68,72,81,66
Jacob Ondrejka,LM,22,71,76,66,70,82,59,64
Bruno Onyemaechi,LB,25,71,81,73,68,80,76,66
Jerome Opoku,CB,25,71,54,68,59,62,88,59
Gaetano Oristanio,CAM,21,71,86,65,69,83,42,66
Darío Osorio,RM,20,71,82,66,66,75,63,63
Aiham Ousou,CB,24,71,80,66,69,71,80,69
Elisha Owusu,CDM,26,71,56,74,71,64,68,70
Braian Oyola,LM,28,71,80,64,67,84,54,57
Kenneth Paal,LB,27,71,79,77,70,83,71,65
Pacheco,CB,23,71,53,62,76,45,73,65
Nelson Palacio,CM,23,71,71,87,72,70,67,74
Leart Paqarada,LB,29,71,67,76,72,74,66,71
Franco Pardo,CB,27,71,70,71,68,68,83,67
Nathan Patterson,RB,22,71,78,71,64,71,68,66
Esteban Pavez,CDM,34,71,77,86,70,76,79,70
Estanis,RW,21,71,80,56,68,75,47,59
Andy Pelmard,CB,24,71,88,82,70,81,75,68
Matheus Pereira,CDM,26,71,67,72,74,66,73,70
Fabio Pereyra,CB,34,71,61,71,57,60,83,65
Jorge Pereyra Díaz,ST,34,71,74,72,65,78,56,73
Matías Pérez García,CAM,39,71,72,65,72,68,54,64
Martín Pérez Guedes,CM,33,71,80,81,75,81,70,60
Mario Gaspar,CB,33,71,64,72,65,63,72,69
Máximo Perrone,CM,21,71,68,77,75,69,66,61
Gino Peruzzi,RB,32,71,73,80,67,71,66,68
Giuseppe Pezzella,LB,26,71,67,71,71,67,68,73
Immanuel Pherai,CAM,23,71,80,83,70,78,50,71
Maximilian Philipp,ST,30,71,72,61,72,73,65,74
Nathaniel Phillips,CB,27,71,50,65,64,48,79,68
Roberto Piccoli,ST,23,71,71,56,65,62,70,75
Rodrigo Piñeiro,LM,25,71,89,70,69,88,64,66
Juan Pintado,RB,27,71,88,89,67,84,41,65
Lorenzo Pirola,CB,22,71,66,43,67,62,72,68
Rodolfo Pizarro,LM,30,71,75,68,70,74,65,70
Vicente Pizarro,CDM,21,71,69,81,73,66,65,66
Jackson Porozo,CB,24,71,79,63,59,59,80,65
Lucas Pratto,ST,36,71,55,52,67,51,87,70
Filip Prebsl,CDM,21,71,70,70,73,71,77,69
Cameron Pring,LB,26,71,79,76,64,84,71,63
Mateus Quaresma,LB,28,71,68,73,68,72,73,70
Jesurun Rak-Sakyi,RW,21,71,85,66,65,81,49,63
Anthony Ralston,RB,25,71,77,81,73,74,77,69
Benito Raman,ST,29,71,88,74,69,87,56,72
Largie Ramazani,RM,23,71,87,60,63,88,53,67
Ignacio Ramírez,ST,27,71,70,55,68,69,75,70
Juan Ramírez,CM,31,71,79,80,72,84,60,70
Elbasan Rashani,LM,31,71,82,76,69,80,63,68
Mathias Rasmussen,CM,26,71,72,82,75,76,60,71
Luca Ravanelli,CB,27,71,67,50,58,52,73,71
Rayan Raveloson,CDM,27,71,73,84,73,74,74,67
Nathan Redmond,RM,30,71,75,37,70,75,62,68
Oriol Rey,CM,26,71,59,77,75,59,72,71
Bryan Reynolds,RB,23,71,69,85,67,72,71,77
Federico Ricca,CB,29,71,63,69,67,66,66,68
Emil Riis,ST,26,71,79,69,60,65,75,70
Alexander Ring,CDM,33,71,64,82,70,70,71,70
Marlon Ritter,CAM,29,71,57,78,73,76,66,70
Patrick Roberts,RM,27,71,78,55,68,85,40,59
Jack Robinson,CB,31,71,54,71,64,66,71,68
Jannik Rochelt,LM,25,71,88,92,68,81,61,66
Facundo Rodríguez,CB,24,71,68,71,56,63,78,69
Alan Rodríguez,CM,24,71,69,68,75,78,34,71
Marko Rog,CM,29,71,68,65,74,71,64,63
Simone Romagnoli,CB,34,71,52,61,59,34,86,68
André Rømer,CDM,31,71,59,89,71,61,75,66
Braian Romero,ST,33,71,83,85,64,85,70,69
Maximiliano Romero,ST,25,71,75,71,70,75,77,68
Lazar Rosić,CB,31,71,46,46,63,54,85,65
Steve Rouiller,CB,34,71,52,80,67,50,79,71
Jonny Rowe,RM,21,71,84,64,66,81,64,67
Kye Rowles,CB,26,71,67,74,67,61,78,66
Waldo,LM,29,71,90,69,64,90,65,65
Sergio Ruiz,CDM,29,71,64,85,74,64,68,66
Elias Saad,LW,24,71,67,71,72,82,58,68
Pablo Sabbag,ST,27,71,61,62,60,60,83,64
Emmanuel Sabbi,LM,26,71,90,68,65,90,56,68
Jorge Sáenz,CB,27,71,68,78,66,53,78,69
Ramzi Safuri,CAM,28,71,68,67,73,69,70,68
Emir Sahiti,RM,25,71,82,73,65,83,56,68
Borja Sainz,LM,23,71,77,70,68,83,47,67
Yoann Salmier,CB,31,71,34,66,66,37,84,72
Ulrik Saltnes,CM,31,71,72,90,72,77,79,72
Alfons Sampsted,RB,26,71,69,91,65,81,67,67
Luismi,CDM,32,71,55,82,64,55,76,68
Curro Sánchez,ST,28,71,74,71,72,81,43,68
James Sands,CDM,24,71,54,74,72,48,70,72
Marcelo Saracchi,LB,26,71,78,77,65,82,62,66
Malang Sarr,CB,25,71,59,55,70,53,77,67
Vincent Sasso,CB,33,71,38,66,67,35,82,65
Joan Sastre,RB,27,71,79,70,67,75,64,64
Isaac Schmidt,LB,24,71,86,80,64,87,60,64
Benno Schmitz,RB,29,71,54,71,72,68,74,68
David Schnegg,LB,25,71,75,82,64,75,79,67
Matthias Seidl,CAM,23,71,73,81,73,59,55,68
Josep Señé,CM,32,71,69,72,74,66,71,69
Nico Serrano,LM,21,71,81,71,70,83,46,62
Kevin Sessa,RM,24,71,89,76,69,85,45,65
Armindo Sieb,ST,21,71,80,80,65,84,67,70
Tim Siersleben,CB,24,71,46,63,61,59,77,70
Reis,LW,31,71,80,78,67,83,56,67
Miguel Reisinho,CM,25,71,71,76,73,68,74,69
Ellis Simms,ST,23,71,80,67,61,67,84,66
Matte Smets,CB,20,71,68,80,75,65,72,68
Danilo,LB,32,71,67,75,68,75,65,70
Marcel Sobottka,CDM,30,71,75,77,71,63,75,69
Simon Sohm,CAM,23,71,75,81,74,77,83,70
Álex Sola,RM,25,71,77,87,70,79,68,65
Santiago Solari,LM,26,71,79,67,66,78,58,67
Jhon Solís,CDM,19,71,63,81,73,65,77,70
Alan Soñora,CM,26,71,68,72,73,77,64,69
Brandon Soppy,RB,22,71,78,73,68,80,76,65
Yira Sor,ST,24,71,88,61,61,93,50,68
Cheick Souaré,LM,22,71,75,71,70,77,68,69
Hélder Costa,RM,30,71,75,65,68,80,62,68
Harry Souttar,CB,25,71,51,64,68,40,89,66
Leonai,CDM,29,71,71,69,72,56,79,69
Pascal Stenzel,RB,28,71,64,69,75,52,67,67
Leonidas Stergiou,CB,22,71,72,76,68,80,77,72
Ross Stewart,ST,28,71,70,82,66,76,81,67
Filip Stojković,RB,31,71,70,82,69,69,78,68
Jordan Storey,CB,27,71,58,71,65,53,78,69
Carlos Strandberg,ST,28,71,89,76,59,73,90,68
Cristián Suárez,CB,37,71,76,71,68,54,71,71
Kamaldeen Sulemana,LW,22,71,94,65,67,92,60,64
Ibrahim Sulemana,CDM,21,71,68,76,69,75,69,72
Sam Surridge,ST,26,71,67,65,63,60,77,67
Gastón Suso,CB,33,71,52,70,73,46,78,68
Jan Sýkora,LM,30,71,77,72,69,77,57,67
Iván Tapia,CAM,25,71,69,90,75,69,68,66
Cristian Tarragona,ST,33,71,76,72,65,75,71,72
César Tárrega,CB,22,71,63,52,63,64,85,65
Robert Taylor,LW,29,71,85,76,73,79,63,59
Filippo Terracciano,RM,21,71,78,74,72,81,65,62
Aleksa Terzić,LB,25,71,80,66,67,84,57,68
Tanner Tessmann,CDM,22,71,59,79,73,64,84,67
Cedric Teuchert,ST,27,71,71,74,68,69,65,70
Isaac Kiese Thelin,ST,32,71,68,75,64,47,88,74
Kévin Théophile-Catherine,CB,34,71,67,68,70,76,81,65
Norman Theuerkauf,CDM,37,71,43,74,67,55,78,71
Bobby Thomas,CB,23,71,54,69,66,52,83,61
Sorba Thomas,RM,25,71,88,85,62,86,61,63
Luke Thomas,LB,23,71,74,75,66,77,65,68
Erik Thommy,CM,30,71,77,64,76,76,52,73
Timothy Tillman,CM,25,71,75,75,78,75,72,67
Nouhou,LB,27,71,87,83,56,86,80,64
Boris Tomiak,CB,26,71,76,77,61,67,86,67
Michal Tomič,RB,25,71,77,73,70,75,62,68
Jens Toornstra,CAM,35,71,55,80,75,37,68,74
Jonatan Torres,ST,27,71,58,75,63,57,76,70
Nemanja Tošić,LB,27,71,72,82,70,69,76,66
Aiyegun Tosin,ST,26,71,89,75,63,88,74,72
Conor Townsend,LB,31,71,68,81,66,65,71,68
Mattéo Tramoni,LW,24,71,89,70,70,85,63,67
Mamadou Traore,CB,29,71,48,64,68,38,81,64
Boubacar Traoré,CDM,23,71,71,69,75,67,73,68
Jesús Trindade,CDM,31,71,69,79,72,79,75,69
Sondre Tronstad,CDM,29,71,53,74,70,62,69,69
Fran Tudor,RM,28,71,90,91,63,90,67,65
David Turnbull,CM,25,71,54,64,75,58,69,66
Scott Twine,LM,25,71,77,77,70,79,45,67
Rodrigo Ureña,CDM,31,71,54,70,69,63,70,70
Jere Uronen,LB,30,71,63,79,69,66,65,69
Moses Usor,RM,22,71,90,78,66,89,65,61
Georgios Vagiannidis,RB,23,71,78,78,67,81,59,68
Bruno Wilson,CB,27,71,46,75,60,54,82,69
Leonardo Valencia,CAM,33,71,63,55,75,65,68,63
Nuno Santos,CM,25,71,77,72,72,75,69,73
Yan Valery,RB,25,71,60,75,67,69,70,71
Albert Vallci,CB,29,71,68,80,64,73,81,66
Théo Valls,CM,28,71,64,74,75,67,70,68
Zeno Van Den Bosch,CB,21,71,64,56,74,54,78,67
Hannes Van Der Bruggen,CM,31,71,34,81,72,45,64,67
Sydney van Hooijdonk,ST,24,71,75,67,62,72,78,69
Jari Vandeputte,LM,28,71,79,72,68,81,60,69
Leonel Vangioni,LB,37,71,71,65,69,76,66,69
Zinho Vanheusden,CB,25,71,48,66,69,52,81,68
Jhon Vásquez,RM,29,71,81,72,59,84,81,60
Emiliano Velázquez,CB,30,71,42,72,66,63,82,68
Kristoffer Velde,LM,25,71,82,77,69,78,58,61
Lorenzo Venuti,RB,29,71,61,75,67,71,53,67
Calvin Verdonk,LB,27,71,83,71,67,74,67,66
Gastón Verón,ST,23,71,70,62,70,74,71,70
Arno Verschueren,CAM,27,71,84,80,73,69,69,72
Birger Verstraete,CM,30,71,55,79,73,70,58,70
Carlos Vicente,RM,25,71,80,74,67,82,57,66
Paulinho,LB,29,71,83,80,68,84,64,66
Emanuel Vignato,CAM,24,71,62,66,73,72,41,67
Mikel Villanueva,CB,31,71,53,72,68,54,86,70
Gonzalo Villar,CM,26,71,59,64,75,51,67,71
Mattia Viti,CB,22,71,68,57,67,63,70,68
Mërgim Vojvoda,LM,29,71,68,68,74,67,68,74
Nazar Voloshyn,LM,21,71,81,61,67,84,46,68
